"","GeoFIPS","GeoName","Region","Year","Quarter","GDP_All","GDP_Pri","GDP_Gov","PI","PCPI","Civ_Pop","Civ_LF","Civ_LFP","Civ_E","Civ_EP","Civ_UE","Civ_UEP","text_gdp","rdate_gdp","dow_gdp","text_pi","rdate_pi","dow_pi","text_ue","rdate_ue","dow_ue"
"1232",45000,"South Carolina",5,2007,3,163011,136813,26198,144969000,NA,"3,389,023   ","2,127,091   ",62.8,"2,005,238   ",59.2,"121,853   ",5.7,"Gross Domestic Product by State, advance 2007 and revised 2004-2006","6/5/2008 8:30","Thursday","State Personal Income: Third Quarter 2007 released December 20th, 2007","12/20/2007 8:30","Thursday","REGIONAL AND STATE EMPLOYMENT AND UNEMPLOYMENT:  SEPTEMBER 2007","10/19/2007 10:00","Friday"
"1233",34000,"New Jersey",2,2007,3,483561,428928,54633,440518768,NA,"6,693,130   ","4,444,847   ",66.4,"4,250,777   ",63.5,"194,070   ",4.4,"Gross Domestic Product by State, advance 2007 and revised 2004-2006","6/5/2008 8:30","Thursday","State Personal Income: Third Quarter 2007 released December 20th, 2007","12/20/2007 8:30","Thursday","REGIONAL AND STATE EMPLOYMENT AND UNEMPLOYMENT:  SEPTEMBER 2007","10/19/2007 10:00","Friday"
"1234",5000,"Arkansas",5,2007,3,98743,85826,12918,88870516,NA,"2,170,921   ","1,368,117   ",63,"1,294,008   ",59.6,"74,109   ",5.4,"Gross Domestic Product by State, advance 2007 and revised 2004-2006","6/5/2008 8:30","Thursday","State Personal Income: Third Quarter 2007 released December 20th, 2007","12/20/2007 8:30","Thursday","REGIONAL AND STATE EMPLOYMENT AND UNEMPLOYMENT:  SEPTEMBER 2007","10/19/2007 10:00","Friday"
"1235",10000,"Delaware",2,2007,3,56963,51088,5876,36061684,NA,"670,273   ","444,044   ",66.2,"428,794   ",64,"15,250   ",3.4,"Gross Domestic Product by State, advance 2007 and revised 2004-2006","6/5/2008 8:30","Thursday","State Personal Income: Third Quarter 2007 released December 20th, 2007","12/20/2007 8:30","Thursday","REGIONAL AND STATE EMPLOYMENT AND UNEMPLOYMENT:  SEPTEMBER 2007","10/19/2007 10:00","Friday"
"1236",6000,"California",8,2007,3,1964148,1717554,246594,1568112056,NA,"27,336,405   ","17,948,373   ",65.7,"16,937,003   ",62,"1,011,370   ",5.6,"Gross Domestic Product by State, advance 2007 and revised 2004-2006","6/5/2008 8:30","Thursday","State Personal Income: Third Quarter 2007 released December 20th, 2007","12/20/2007 8:30","Thursday","REGIONAL AND STATE EMPLOYMENT AND UNEMPLOYMENT:  SEPTEMBER 2007","10/19/2007 10:00","Friday"
"1237",42000,"Pennsylvania",2,2007,3,558886,497319,61566,506510300,NA,"9,843,273   ","6,360,455   ",64.6,"6,066,240   ",61.6,"294,215   ",4.6,"Gross Domestic Product by State, advance 2007 and revised 2004-2006","6/5/2008 8:30","Thursday","State Personal Income: Third Quarter 2007 released December 20th, 2007","12/20/2007 8:30","Thursday","REGIONAL AND STATE EMPLOYMENT AND UNEMPLOYMENT:  SEPTEMBER 2007","10/19/2007 10:00","Friday"
"1238",23000,"Maine",1,2007,3,49583,42409,7174,47131400,NA,"1,058,224   ","699,399   ",66.1,"665,402   ",62.9,"33,997   ",4.9,"Gross Domestic Product by State, advance 2007 and revised 2004-2006","6/5/2008 8:30","Thursday","State Personal Income: Third Quarter 2007 released December 20th, 2007","12/20/2007 8:30","Thursday","REGIONAL AND STATE EMPLOYMENT AND UNEMPLOYMENT:  SEPTEMBER 2007","10/19/2007 10:00","Friday"
"1239",12000,"Florida",5,2007,3,781682,686605,95077,738003712,NA,"14,373,626   ","9,159,913   ",63.7,"8,751,836   ",60.9,"408,077   ",4.5,"Gross Domestic Product by State, advance 2007 and revised 2004-2006","6/5/2008 8:30","Thursday","State Personal Income: Third Quarter 2007 released December 20th, 2007","12/20/2007 8:30","Thursday","REGIONAL AND STATE EMPLOYMENT AND UNEMPLOYMENT:  SEPTEMBER 2007","10/19/2007 10:00","Friday"
"1240",32000,"Nevada",8,2007,3,131731,118065,13666,106565300,NA,"1,948,879   ","1,338,174   ",68.7,"1,274,709   ",65.4,"63,465   ",4.7,"Gross Domestic Product by State, advance 2007 and revised 2004-2006","6/5/2008 8:30","Thursday","State Personal Income: Third Quarter 2007 released December 20th, 2007","12/20/2007 8:30","Thursday","REGIONAL AND STATE EMPLOYMENT AND UNEMPLOYMENT:  SEPTEMBER 2007","10/19/2007 10:00","Friday"
"1241",24000,"Maryland",2,2007,3,291213,232786,58427,270562024,NA,"4,332,260   ","2,971,568   ",68.6,"2,867,189   ",66.2,"104,379   ",3.5,"Gross Domestic Product by State, advance 2007 and revised 2004-2006","6/5/2008 8:30","Thursday","State Personal Income: Third Quarter 2007 released December 20th, 2007","12/20/2007 8:30","Thursday","REGIONAL AND STATE EMPLOYMENT AND UNEMPLOYMENT:  SEPTEMBER 2007","10/19/2007 10:00","Friday"
"1242",39000,"Ohio",3,2007,3,497594,439398,58196,410403820,NA,"8,908,449   ","5,979,990   ",67.1,"5,638,650   ",63.3,"341,340   ",5.7,"Gross Domestic Product by State, advance 2007 and revised 2004-2006","6/5/2008 8:30","Thursday","State Personal Income: Third Quarter 2007 released December 20th, 2007","12/20/2007 8:30","Thursday","REGIONAL AND STATE EMPLOYMENT AND UNEMPLOYMENT:  SEPTEMBER 2007","10/19/2007 10:00","Friday"
"1243",33000,"New Hampshire",1,2007,3,59012,51418,7594,57328276,NA,"1,044,982   ","738,530   ",70.7,"712,835   ",68.2,"25,695   ",3.5,"Gross Domestic Product by State, advance 2007 and revised 2004-2006","6/5/2008 8:30","Thursday","State Personal Income: Third Quarter 2007 released December 20th, 2007","12/20/2007 8:30","Thursday","REGIONAL AND STATE EMPLOYMENT AND UNEMPLOYMENT:  SEPTEMBER 2007","10/19/2007 10:00","Friday"
"1244",13000,"Georgia",5,2007,3,413599,359793,53806,333956380,NA,"7,104,351   ","4,835,847   ",68.1,"4,603,030   ",64.8,"232,817   ",4.8,"Gross Domestic Product by State, advance 2007 and revised 2004-2006","6/5/2008 8:30","Thursday","State Personal Income: Third Quarter 2007 released December 20th, 2007","12/20/2007 8:30","Thursday","REGIONAL AND STATE EMPLOYMENT AND UNEMPLOYMENT:  SEPTEMBER 2007","10/19/2007 10:00","Friday"
"1245",49000,"Utah",7,2007,3,117176,101649,15527,87861604,NA,"1,900,303   ","1,368,368   ",72,"1,330,034   ",70,"38,334   ",2.8,"Gross Domestic Product by State, advance 2007 and revised 2004-2006","6/5/2008 8:30","Thursday","State Personal Income: Third Quarter 2007 released December 20th, 2007","12/20/2007 8:30","Thursday","REGIONAL AND STATE EMPLOYMENT AND UNEMPLOYMENT:  SEPTEMBER 2007","10/19/2007 10:00","Friday"
"1246",37000,"North Carolina",5,2007,3,395670,340437,55233,321002360,NA,"6,912,348   ","4,515,884   ",65.3,"4,294,293   ",62.1,"221,591   ",4.9,"Gross Domestic Product by State, advance 2007 and revised 2004-2006","6/5/2008 8:30","Thursday","State Personal Income: Third Quarter 2007 released December 20th, 2007","12/20/2007 8:30","Thursday","REGIONAL AND STATE EMPLOYMENT AND UNEMPLOYMENT:  SEPTEMBER 2007","10/19/2007 10:00","Friday"
"1247",22000,"Louisiana",5,2007,3,210636,188004,22631,158898452,NA,"3,307,526   ","2,031,495   ",61.4,"1,952,323   ",59,"79,172   ",3.9,"Gross Domestic Product by State, advance 2007 and revised 2004-2006","6/5/2008 8:30","Thursday","State Personal Income: Third Quarter 2007 released December 20th, 2007","12/20/2007 8:30","Thursday","REGIONAL AND STATE EMPLOYMENT AND UNEMPLOYMENT:  SEPTEMBER 2007","10/19/2007 10:00","Friday"
"1248",18000,"Indiana",3,2007,3,274069,248447,25622,215916932,NA,"4,845,110   ","3,196,620   ",66,"3,047,663   ",62.9,"148,957   ",4.7,"Gross Domestic Product by State, advance 2007 and revised 2004-2006","6/5/2008 8:30","Thursday","State Personal Income: Third Quarter 2007 released December 20th, 2007","12/20/2007 8:30","Thursday","REGIONAL AND STATE EMPLOYMENT AND UNEMPLOYMENT:  SEPTEMBER 2007","10/19/2007 10:00","Friday"
"1249",47000,"Tennessee",5,2007,3,244361,215986,28375,212260236,NA,"4,773,950   ","3,062,062   ",64.1,"2,907,169   ",60.9,"154,893   ",5.1,"Gross Domestic Product by State, advance 2007 and revised 2004-2006","6/5/2008 8:30","Thursday","State Personal Income: Third Quarter 2007 released December 20th, 2007","12/20/2007 8:30","Thursday","REGIONAL AND STATE EMPLOYMENT AND UNEMPLOYMENT:  SEPTEMBER 2007","10/19/2007 10:00","Friday"
"1250",1000,"Alabama",5,2007,3,171841,143394,28447,154328192,NA,"3,565,336   ","2,174,905   ",61,"2,083,328   ",58.4,"91,577   ",4.2,"Gross Domestic Product by State, advance 2007 and revised 2004-2006","6/5/2008 8:30","Thursday","State Personal Income: Third Quarter 2007 released December 20th, 2007","12/20/2007 8:30","Thursday","REGIONAL AND STATE EMPLOYMENT AND UNEMPLOYMENT:  SEPTEMBER 2007","10/19/2007 10:00","Friday"
"1251",19000,"Iowa",4,2007,3,138258,122989,15269,110600432,NA,"2,309,268   ","1,664,983   ",72.1,"1,602,800   ",69.4,"62,183   ",3.7,"Gross Domestic Product by State, advance 2007 and revised 2004-2006","6/5/2008 8:30","Thursday","State Personal Income: Third Quarter 2007 released December 20th, 2007","12/20/2007 8:30","Thursday","REGIONAL AND STATE EMPLOYMENT AND UNEMPLOYMENT:  SEPTEMBER 2007","10/19/2007 10:00","Friday"
"1252",56000,"Wyoming",7,2007,3,37024,32488,4536,24449940,NA,"405,178   ","288,144   ",71.1,"279,690   ",69,"8,454   ",2.9,"Gross Domestic Product by State, advance 2007 and revised 2004-2006","6/5/2008 8:30","Thursday","State Personal Income: Third Quarter 2007 released December 20th, 2007","12/20/2007 8:30","Thursday","REGIONAL AND STATE EMPLOYMENT AND UNEMPLOYMENT:  SEPTEMBER 2007","10/19/2007 10:00","Friday"
"1253",11000,"District of Columbia",2,2007,3,95691,63677,32014,35437888,NA,"474,047   ","323,175   ",68.2,"305,233   ",64.4,"17,942   ",5.6,"Gross Domestic Product by State, advance 2007 and revised 2004-2006","6/5/2008 8:30","Thursday","State Personal Income: Third Quarter 2007 released December 20th, 2007","12/20/2007 8:30","Thursday","REGIONAL AND STATE EMPLOYMENT AND UNEMPLOYMENT:  SEPTEMBER 2007","10/19/2007 10:00","Friday"
"1254",2000,"Alaska",8,2007,3,49930,41562,8368,29647508,NA,"496,997   ","351,378   ",70.7,"328,983   ",66.2,"22,395   ",6.4,"Gross Domestic Product by State, advance 2007 and revised 2004-2006","6/5/2008 8:30","Thursday","State Personal Income: Third Quarter 2007 released December 20th, 2007","12/20/2007 8:30","Thursday","REGIONAL AND STATE EMPLOYMENT AND UNEMPLOYMENT:  SEPTEMBER 2007","10/19/2007 10:00","Friday"
"1255",27000,"Minnesota",4,2007,3,260824,233966,26858,216851196,NA,"4,021,916   ","2,912,446   ",72.4,"2,775,044   ",69,"137,402   ",4.7,"Gross Domestic Product by State, advance 2007 and revised 2004-2006","6/5/2008 8:30","Thursday","State Personal Income: Third Quarter 2007 released December 20th, 2007","12/20/2007 8:30","Thursday","REGIONAL AND STATE EMPLOYMENT AND UNEMPLOYMENT:  SEPTEMBER 2007","10/19/2007 10:00","Friday"
"1256",21000,"Kentucky",5,2007,3,155608,131963,23645,135192516,NA,"3,280,860   ","2,026,592   ",61.8,"1,915,067   ",58.4,"111,525   ",5.5,"Gross Domestic Product by State, advance 2007 and revised 2004-2006","6/5/2008 8:30","Thursday","State Personal Income: Third Quarter 2007 released December 20th, 2007","12/20/2007 8:30","Thursday","REGIONAL AND STATE EMPLOYMENT AND UNEMPLOYMENT:  SEPTEMBER 2007","10/19/2007 10:00","Friday"
"1257",40000,"Oklahoma",6,2007,3,147219,125106,22113,126936140,NA,"2,722,273   ","1,723,758   ",63.3,"1,654,351   ",60.8,"69,407   ",4,"Gross Domestic Product by State, advance 2007 and revised 2004-2006","6/5/2008 8:30","Thursday","State Personal Income: Third Quarter 2007 released December 20th, 2007","12/20/2007 8:30","Thursday","REGIONAL AND STATE EMPLOYMENT AND UNEMPLOYMENT:  SEPTEMBER 2007","10/19/2007 10:00","Friday"
"1258",29000,"Missouri",4,2007,3,244069,213760,30310,211945064,NA,"4,542,485   ","3,038,274   ",66.9,"2,874,334   ",63.3,"163,940   ",5.4,"Gross Domestic Product by State, advance 2007 and revised 2004-2006","6/5/2008 8:30","Thursday","State Personal Income: Third Quarter 2007 released December 20th, 2007","12/20/2007 8:30","Thursday","REGIONAL AND STATE EMPLOYMENT AND UNEMPLOYMENT:  SEPTEMBER 2007","10/19/2007 10:00","Friday"
"1259",25000,"Massachusetts",1,2007,3,379947,336885,43062,323191884,NA,"5,144,605   ","3,427,294   ",66.6,"3,270,155   ",63.6,"157,139   ",4.6,"Gross Domestic Product by State, advance 2007 and revised 2004-2006","6/5/2008 8:30","Thursday","State Personal Income: Third Quarter 2007 released December 20th, 2007","12/20/2007 8:30","Thursday","REGIONAL AND STATE EMPLOYMENT AND UNEMPLOYMENT:  SEPTEMBER 2007","10/19/2007 10:00","Friday"
"1260",41000,"Oregon",8,2007,3,172613,152685,19928,133338880,NA,"2,936,407   ","1,929,347   ",65.7,"1,826,097   ",62.2,"103,250   ",5.4,"Gross Domestic Product by State, advance 2007 and revised 2004-2006","6/5/2008 8:30","Thursday","State Personal Income: Third Quarter 2007 released December 20th, 2007","12/20/2007 8:30","Thursday","REGIONAL AND STATE EMPLOYMENT AND UNEMPLOYMENT:  SEPTEMBER 2007","10/19/2007 10:00","Friday"
"1261",54000,"West Virginia",5,2007,3,59086,49157,9929,54023220,NA,"1,445,488   ","813,009   ",56.2,"774,391   ",53.6,"38,618   ",4.8,"Gross Domestic Product by State, advance 2007 and revised 2004-2006","6/5/2008 8:30","Thursday","State Personal Income: Third Quarter 2007 released December 20th, 2007","12/20/2007 8:30","Thursday","REGIONAL AND STATE EMPLOYMENT AND UNEMPLOYMENT:  SEPTEMBER 2007","10/19/2007 10:00","Friday"
"1262",46000,"South Dakota",4,2007,3,34940,30610,4329,29657252,NA,"606,448   ","443,901   ",73.2,"431,382   ",71.1,"12,519   ",2.8,"Gross Domestic Product by State, advance 2007 and revised 2004-2006","6/5/2008 8:30","Thursday","State Personal Income: Third Quarter 2007 released December 20th, 2007","12/20/2007 8:30","Thursday","REGIONAL AND STATE EMPLOYMENT AND UNEMPLOYMENT:  SEPTEMBER 2007","10/19/2007 10:00","Friday"
"1263",50000,"Vermont",1,2007,3,25008,21344,3664,24113320,NA,"502,894   ","352,684   ",70.1,"338,096   ",67.2,"14,588   ",4.1,"Gross Domestic Product by State, advance 2007 and revised 2004-2006","6/5/2008 8:30","Thursday","State Personal Income: Third Quarter 2007 released December 20th, 2007","12/20/2007 8:30","Thursday","REGIONAL AND STATE EMPLOYMENT AND UNEMPLOYMENT:  SEPTEMBER 2007","10/19/2007 10:00","Friday"
"1264",38000,"North Dakota",4,2007,3,28745,24722,4023,23652772,NA,"496,364   ","367,600   ",74.1,"356,038   ",71.7,"11,562   ",3.1,"Gross Domestic Product by State, advance 2007 and revised 2004-2006","6/5/2008 8:30","Thursday","State Personal Income: Third Quarter 2007 released December 20th, 2007","12/20/2007 8:30","Thursday","REGIONAL AND STATE EMPLOYMENT AND UNEMPLOYMENT:  SEPTEMBER 2007","10/19/2007 10:00","Friday"
"1265",55000,"Wisconsin",3,2007,3,245975,218658,27317,211742964,NA,"4,365,543   ","3,086,578   ",70.7,"2,930,737   ",67.1,"155,841   ",5,"Gross Domestic Product by State, advance 2007 and revised 2004-2006","6/5/2008 8:30","Thursday","State Personal Income: Third Quarter 2007 released December 20th, 2007","12/20/2007 8:30","Thursday","REGIONAL AND STATE EMPLOYMENT AND UNEMPLOYMENT:  SEPTEMBER 2007","10/19/2007 10:00","Friday"
"1266",16000,"Idaho",7,2007,3,55288,47619,7668,49598216,NA,"1,117,698   ","756,832   ",67.7,"732,449   ",65.5,"24,383   ",3.2,"Gross Domestic Product by State, advance 2007 and revised 2004-2006","6/5/2008 8:30","Thursday","State Personal Income: Third Quarter 2007 released December 20th, 2007","12/20/2007 8:30","Thursday","REGIONAL AND STATE EMPLOYMENT AND UNEMPLOYMENT:  SEPTEMBER 2007","10/19/2007 10:00","Friday"
"1267",51000,"Virginia",5,2007,3,394910,322486,72424,346535384,NA,"5,872,564   ","4,045,825   ",68.9,"3,914,199   ",66.7,"131,626   ",3.3,"Gross Domestic Product by State, advance 2007 and revised 2004-2006","6/5/2008 8:30","Thursday","State Personal Income: Third Quarter 2007 released December 20th, 2007","12/20/2007 8:30","Thursday","REGIONAL AND STATE EMPLOYMENT AND UNEMPLOYMENT:  SEPTEMBER 2007","10/19/2007 10:00","Friday"
"1268",4000,"Arizona",6,2007,3,265722,232100,33622,222960764,NA,"4,786,223   ","3,045,366   ",63.6,"2,926,474   ",61.1,"118,892   ",3.9,"Gross Domestic Product by State, advance 2007 and revised 2004-2006","6/5/2008 8:30","Thursday","State Personal Income: Third Quarter 2007 released December 20th, 2007","12/20/2007 8:30","Thursday","REGIONAL AND STATE EMPLOYMENT AND UNEMPLOYMENT:  SEPTEMBER 2007","10/19/2007 10:00","Friday"
"1269",30000,"Montana",7,2007,3,35842,30290,5552,32360688,NA,"752,706   ","505,245   ",67.1,"484,854   ",64.4,"20,391   ",4,"Gross Domestic Product by State, advance 2007 and revised 2004-2006","6/5/2008 8:30","Thursday","State Personal Income: Third Quarter 2007 released December 20th, 2007","12/20/2007 8:30","Thursday","REGIONAL AND STATE EMPLOYMENT AND UNEMPLOYMENT:  SEPTEMBER 2007","10/19/2007 10:00","Friday"
"1270",28000,"Mississippi",5,2007,3,92963,77123,15840,87630484,NA,"2,175,146   ","1,308,970   ",60.2,"1,230,547   ",56.6,"78,423   ",6,"Gross Domestic Product by State, advance 2007 and revised 2004-2006","6/5/2008 8:30","Thursday","State Personal Income: Third Quarter 2007 released December 20th, 2007","12/20/2007 8:30","Thursday","REGIONAL AND STATE EMPLOYMENT AND UNEMPLOYMENT:  SEPTEMBER 2007","10/19/2007 10:00","Friday"
"1271",17000,"Illinois",3,2007,3,651693,585972,65721,539473212,NA,"9,758,656   ","6,692,787   ",68.6,"6,339,624   ",65,"353,163   ",5.3,"Gross Domestic Product by State, advance 2007 and revised 2004-2006","6/5/2008 8:30","Thursday","State Personal Income: Third Quarter 2007 released December 20th, 2007","12/20/2007 8:30","Thursday","REGIONAL AND STATE EMPLOYMENT AND UNEMPLOYMENT:  SEPTEMBER 2007","10/19/2007 10:00","Friday"
"1272",31000,"Nebraska",4,2007,3,83224,72341,10883,68991000,NA,"1,344,485   ","982,695   ",73.1,"952,249   ",70.8,"30,446   ",3.1,"Gross Domestic Product by State, advance 2007 and revised 2004-2006","6/5/2008 8:30","Thursday","State Personal Income: Third Quarter 2007 released December 20th, 2007","12/20/2007 8:30","Thursday","REGIONAL AND STATE EMPLOYMENT AND UNEMPLOYMENT:  SEPTEMBER 2007","10/19/2007 10:00","Friday"
"1273",26000,"Michigan",3,2007,3,405613,358943,46670,349920120,NA,"7,777,126   ","4,989,571   ",64.2,"4,624,112   ",59.5,"365,459   ",7.3,"Gross Domestic Product by State, advance 2007 and revised 2004-2006","6/5/2008 8:30","Thursday","State Personal Income: Third Quarter 2007 released December 20th, 2007","12/20/2007 8:30","Thursday","REGIONAL AND STATE EMPLOYMENT AND UNEMPLOYMENT:  SEPTEMBER 2007","10/19/2007 10:00","Friday"
"1274",15000,"Hawaii",8,2007,3,65393,51835,13558,53110892,NA,"969,891   ","635,983   ",65.6,"617,235   ",63.6,"18,748   ",2.9,"Gross Domestic Product by State, advance 2007 and revised 2004-2006","6/5/2008 8:30","Thursday","State Personal Income: Third Quarter 2007 released December 20th, 2007","12/20/2007 8:30","Thursday","REGIONAL AND STATE EMPLOYMENT AND UNEMPLOYMENT:  SEPTEMBER 2007","10/19/2007 10:00","Friday"
"1275",53000,"Washington",8,2007,3,347853,299920,47933,280291860,NA,"5,024,250   ","3,425,690   ",68.2,"3,261,684   ",64.9,"164,006   ",4.8,"Gross Domestic Product by State, advance 2007 and revised 2004-2006","6/5/2008 8:30","Thursday","State Personal Income: Third Quarter 2007 released December 20th, 2007","12/20/2007 8:30","Thursday","REGIONAL AND STATE EMPLOYMENT AND UNEMPLOYMENT:  SEPTEMBER 2007","10/19/2007 10:00","Friday"
"1276",6000,"California",8,2008,3,2022498,1760282,262216,1612030221,NA,"27,679,019   ","18,286,251   ",66.1,"16,807,462   ",60.7,"1,478,789   ",8.1,"Gross Domestic Product by State, advance 2008 and revised 2005-2007","6/2/2009 8:30","Tuesday","State Personal Income: Third Quarter 2008 released December 18th, 2008","12/18/2008 8:30","Thursday","REGIONAL AND STATE EMPLOYMENT AND UNEMPLOYMENT:  SEPTEMBER 2008","10/21/2008 10:00","Tuesday"
"1277",30000,"Montana",7,2008,3,37226,31429,5798,34142922,NA,"761,925   ","510,110   ",67,"482,139   ",63.3,"27,971   ",5.5,"Gross Domestic Product by State, advance 2008 and revised 2005-2007","6/2/2009 8:30","Tuesday","State Personal Income: Third Quarter 2008 released December 18th, 2008","12/18/2008 8:30","Thursday","REGIONAL AND STATE EMPLOYMENT AND UNEMPLOYMENT:  SEPTEMBER 2008","10/21/2008 10:00","Tuesday"
"1278",45000,"South Carolina",5,2008,3,163275,135564,27712,151657570,NA,"3,453,007   ","2,149,198   ",62.2,"1,984,615   ",57.5,"164,583   ",7.7,"Gross Domestic Product by State, advance 2008 and revised 2005-2007","6/2/2009 8:30","Tuesday","State Personal Income: Third Quarter 2008 released December 18th, 2008","12/18/2008 8:30","Thursday","REGIONAL AND STATE EMPLOYMENT AND UNEMPLOYMENT:  SEPTEMBER 2008","10/21/2008 10:00","Tuesday"
"1279",35000,"New Mexico",6,2008,3,88210,68866,19345,67143374,NA,"1,502,721   ","947,651   ",63.1,"902,878   ",60.1,"44,773   ",4.7,"Gross Domestic Product by State, advance 2008 and revised 2005-2007","6/2/2009 8:30","Tuesday","State Personal Income: Third Quarter 2008 released December 18th, 2008","12/18/2008 8:30","Thursday","REGIONAL AND STATE EMPLOYMENT AND UNEMPLOYMENT:  SEPTEMBER 2008","10/21/2008 10:00","Tuesday"
"1280",32000,"Nevada",8,2008,3,129290,114785,14505,106777269,NA,"1,983,560   ","1,369,026   ",69,"1,267,390   ",63.9,"101,636   ",7.4,"Gross Domestic Product by State, advance 2008 and revised 2005-2007","6/2/2009 8:30","Tuesday","State Personal Income: Third Quarter 2008 released December 18th, 2008","12/18/2008 8:30","Thursday","REGIONAL AND STATE EMPLOYMENT AND UNEMPLOYMENT:  SEPTEMBER 2008","10/21/2008 10:00","Tuesday"
"1281",21000,"Kentucky",5,2008,3,159818,134587,25231,141259238,NA,"3,314,652   ","2,032,192   ",61.3,"1,888,776   ",57,"143,416   ",7.1,"Gross Domestic Product by State, advance 2008 and revised 2005-2007","6/2/2009 8:30","Tuesday","State Personal Income: Third Quarter 2008 released December 18th, 2008","12/18/2008 8:30","Thursday","REGIONAL AND STATE EMPLOYMENT AND UNEMPLOYMENT:  SEPTEMBER 2008","10/21/2008 10:00","Tuesday"
"1282",31000,"Nebraska",4,2008,3,86613,75203,11410,73371742,NA,"1,354,435   ","991,800   ",73.2,"957,146   ",70.7,"34,654   ",3.5,"Gross Domestic Product by State, advance 2008 and revised 2005-2007","6/2/2009 8:30","Tuesday","State Personal Income: Third Quarter 2008 released December 18th, 2008","12/18/2008 8:30","Thursday","REGIONAL AND STATE EMPLOYMENT AND UNEMPLOYMENT:  SEPTEMBER 2008","10/21/2008 10:00","Tuesday"
"1283",44000,"Rhode Island",1,2008,3,47307,39925,7382,44023504,NA,"838,861   ","569,829   ",67.9,"521,262   ",62.1,"48,567   ",8.5,"Gross Domestic Product by State, advance 2008 and revised 2005-2007","6/2/2009 8:30","Tuesday","State Personal Income: Third Quarter 2008 released December 18th, 2008","12/18/2008 8:30","Thursday","REGIONAL AND STATE EMPLOYMENT AND UNEMPLOYMENT:  SEPTEMBER 2008","10/21/2008 10:00","Tuesday"
"1284",36000,"New York",2,2008,3,1113969,975541,138428,943392051,NA,"15,289,715   ","9,666,693   ",63.2,"9,104,471   ",59.5,"562,222   ",5.8,"Gross Domestic Product by State, advance 2008 and revised 2005-2007","6/2/2009 8:30","Tuesday","State Personal Income: Third Quarter 2008 released December 18th, 2008","12/18/2008 8:30","Thursday","REGIONAL AND STATE EMPLOYMENT AND UNEMPLOYMENT:  SEPTEMBER 2008","10/21/2008 10:00","Tuesday"
"1285",47000,"Tennessee",5,2008,3,253047,221285,31762,220835222,NA,"4,834,013   ","3,052,312   ",63.1,"2,829,278   ",58.5,"223,034   ",7.3,"Gross Domestic Product by State, advance 2008 and revised 2005-2007","6/2/2009 8:30","Tuesday","State Personal Income: Third Quarter 2008 released December 18th, 2008","12/18/2008 8:30","Thursday","REGIONAL AND STATE EMPLOYMENT AND UNEMPLOYMENT:  SEPTEMBER 2008","10/21/2008 10:00","Tuesday"
"1286",48000,"Texas",6,2008,3,1267719,1135007,132713,975696355,NA,"17,814,485   ","11,690,595   ",65.6,"11,091,066   ",62.3,"599,529   ",5.1,"Gross Domestic Product by State, advance 2008 and revised 2005-2007","6/2/2009 8:30","Tuesday","State Personal Income: Third Quarter 2008 released December 18th, 2008","12/18/2008 8:30","Thursday","REGIONAL AND STATE EMPLOYMENT AND UNEMPLOYMENT:  SEPTEMBER 2008","10/21/2008 10:00","Tuesday"
"1287",49000,"Utah",7,2008,3,117808,101336,16472,92471050,NA,"1,942,966   ","1,370,808   ",70.6,"1,319,569   ",67.9,"51,239   ",3.7,"Gross Domestic Product by State, advance 2008 and revised 2005-2007","6/2/2009 8:30","Tuesday","State Personal Income: Third Quarter 2008 released December 18th, 2008","12/18/2008 8:30","Thursday","REGIONAL AND STATE EMPLOYMENT AND UNEMPLOYMENT:  SEPTEMBER 2008","10/21/2008 10:00","Tuesday"
"1288",41000,"Oregon",8,2008,3,183085,161788,21297,139087838,NA,"2,979,483   ","1,967,473   ",66,"1,823,200   ",61.2,"144,273   ",7.3,"Gross Domestic Product by State, advance 2008 and revised 2005-2007","6/2/2009 8:30","Tuesday","State Personal Income: Third Quarter 2008 released December 18th, 2008","12/18/2008 8:30","Thursday","REGIONAL AND STATE EMPLOYMENT AND UNEMPLOYMENT:  SEPTEMBER 2008","10/21/2008 10:00","Tuesday"
"1289",54000,"West Virginia",5,2008,3,63701,53409,10292,58167358,NA,"1,449,753   ","809,863   ",55.9,"775,362   ",53.5,"34,501   ",4.3,"Gross Domestic Product by State, advance 2008 and revised 2005-2007","6/2/2009 8:30","Tuesday","State Personal Income: Third Quarter 2008 released December 18th, 2008","12/18/2008 8:30","Thursday","REGIONAL AND STATE EMPLOYMENT AND UNEMPLOYMENT:  SEPTEMBER 2008","10/21/2008 10:00","Tuesday"
"1290",11000,"District of Columbia",2,2008,3,98492,64970,33522,38680565,NA,"478,964   ","332,373   ",69.4,"309,685   ",64.7,"22,688   ",6.8,"Gross Domestic Product by State, advance 2008 and revised 2005-2007","6/2/2009 8:30","Tuesday","State Personal Income: Third Quarter 2008 released December 18th, 2008","12/18/2008 8:30","Thursday","REGIONAL AND STATE EMPLOYMENT AND UNEMPLOYMENT:  SEPTEMBER 2008","10/21/2008 10:00","Tuesday"
